Local Case Number,Crash Date/Time,Road Name,Related Non-Motorist,Weather,Surface Condition,Light,Driver Substance Abuse,Pedestrian Type,Pedestrian Movement,Pedestrian Actions,Pedestrian Location,At Fault,Injury Severity,Safety Equipment,Latitude,Longitude,Year,Month,Hour
240053866,11/09/2024 06:54:00 PM,NA,"Unknown, Wheelchair (electric)",Clear,Dry,Medium,"Not Suspect of Alcohol Use, Not Suspect of Drug Use",Wheelchair (electric),None,None (No Improper Action),Sidewalk,No,Possible Minor Injury,None,39.04009769,-77.05269465,2024,11,18
240053864,11/09/2024 06:27:00 PM,BROOKVILLE RD,Cyclist (non-electric),Clear,Dry,Dark,"Unknown, Unknown",Cyclist (non-electric),Walking/Cycling Along Roadway With Traffic (In or Adjacent to Travel Lane),None (No Improper Action),Shoulder/Roadside,No,Possible Minor Injury,Helmet,38.97809668,-77.07103939,2024,11,18
240054725,11/09/2024 04:00:00 PM,EAST WEST HWY,Pedestrian,Clear,Dry,Daylight,"Unknown, Unknown",Pedestrian,Cross/Enter at Intersection,None (No Improper Action),Intersection Marked Crosswalk,No,Suspected Serious Injury,None,38.99333208,-77.06352067,2024,11,16
240053759,11/08/2024 08:35:00 PM,NA,Pedestrian,Clear,Dry,Medium,"Not Suspect of Alcohol Use, Not Suspect of Drug Use",Pedestrian,Walking/Cycling Along Roadway Against Traffic (In or Adjacent to Travel Lane),"Failure to Yield Right-Of-Way, In Roadway Improperly (Standing, Lying, Working, Playing), Other, Wrong-Way Riding or Walking",Travel Lane Other Location,No,Suspected Serious Injury,None,39.21931667,-77.25694167,2024,11,20
240053728,11/08/2024 05:41:00 PM,NA,Pedestrian,Clear,Dry,Dark,"Not Suspect of Alcohol Use, Not Suspect of Drug Use",Pedestrian,Cross/Enter at Intersection,None (No Improper Action),Intersection Unmarked Crosswalk,No,Possible Minor Injury,None,39.16772933,-77.25144205,2024,11,17
240053629,11/08/2024 09:01:00 AM,PUBLIC HOUSE RD,Cyclist (non-electric),Clear,Dry,Daylight,"Not Suspect of Alcohol Use, Not Suspect of Drug Use",Cyclist (non-electric),Walking/Cycling on Sidewalk,Failure to Yield Right-Of-Way,Intersection Other,Yes,No Apparent Injury,None,39.24209941,-77.27860896,2024,11,9
240053563,11/07/2024 07:16:00 PM,NA,Scooter (electric),Clear,Dry,Medium,"Unknown, Unknown",Scooter (electric),Cross/Enter at Intersection,None (No Improper Action),Intersection Marked Crosswalk,No,Possible Minor Injury,None,38.98207129,-77.09845948,2024,11,19
240053559,11/07/2024 07:13:00 PM,NA,Pedestrian,Clear,NA,Medium,"Not Suspect of Alcohol Use, Not Suspect of Drug Use",Pedestrian,Standing,None (No Improper Action),Other,No,Possible Minor Injury,None,39.02932082,-77.10532683,2024,11,19
240053536,11/07/2024 05:17:00 PM,WALKERS CHOICE RD,Cyclist (non-electric),Cloudy,Dry,Medium,"Not Suspect of Alcohol Use, Not Suspect of Drug Use",Cyclist (non-electric),Cross/Enter at Intersection,Unknown,Intersection Marked Crosswalk,Yes,Possible Minor Injury,Reflectors,39.16144881,-77.20213473,2024,11,17
240053234,11/06/2024 08:57:00 AM,WISCONSIN AVE (SB/L),Pedestrian,Clear,Dry,Daylight,"Not Suspect of Alcohol Use, Not Suspect of Drug Use",Pedestrian,Cross/Enter at Intersection,None (No Improper Action),Intersection Marked Crosswalk,No,Possible Minor Injury,None,38.97848803,-77.09125403,2024,11,8
240053168,11/05/2024 06:38:00 PM,NA,Pedestrian,Clear,Dry,Dark,"Not Suspect of Alcohol Use, Not Suspect of Drug Use",Pedestrian,Cross/Enter at Intersection,Dart/Dash,Intersection Marked Crosswalk,No,Possible Minor Injury,None,38.97806979,-77.09877071,2024,11,18
240053154,11/05/2024 05:02:00 PM,NA,Pedestrian,Clear,Dry,Medium,"Not Suspect of Alcohol Use, Not Suspect of Drug Use",Pedestrian,Cross/Enter at Intersection,None (No Improper Action),Intersection Marked Crosswalk,No,No Apparent Injury,None,38.98098467,-77.0983515,2024,11,17
240053154,11/05/2024 05:02:00 PM,NA,Pedestrian,Clear,Dry,Medium,"Not Suspect of Alcohol Use, Not Suspect of Drug Use",Pedestrian,Cross/Enter at Intersection,None (No Improper Action),Intersection Marked Crosswalk,No,Suspected Serious Injury,None,38.98098467,-77.0983515,2024,11,17
240053068,11/05/2024 10:08:00 AM,NA,Pedestrian,Clear,NA,Daylight,"Not Suspect of Alcohol Use, Not Suspect of Drug Use",Pedestrian,Cross/Enter at Intersection,None (No Improper Action),Intersection Other,No,Possible Minor Injury,"Reflective Wear (backpack, triangles, etc.)",39.20223678,-77.25062786,2024,11,10
240052835,11/03/2024 06:22:00 PM,FLOWER AVE,Pedestrian,Clear,Dry,Medium,"Not Suspect of Alcohol Use, Not Suspect of Drug Use",Pedestrian,Cross/Enter at Intersection,None (No Improper Action),Intersection Marked Crosswalk,No,Possible Minor Injury,None,39.00068333,-77.00432395,2024,11,18
240052715,11/02/2024 07:30:00 PM,LOST KNIFE RD (NB/L),Pedestrian,Clear,Dry,Medium,"Unknown, Unknown",Pedestrian,Other,None (No Improper Action),Intersection Marked Crosswalk,No,Possible Minor Injury,None,39.15366994,-77.19947144,2024,11,19
240052537,11/01/2024 07:12:00 PM,FOREST GLEN RD,Pedestrian,Clear,Dry,Medium,"Not Suspect of Alcohol Use, Not Suspect of Drug Use",Pedestrian,Other,None (No Improper Action),Other,No,Possible Minor Injury,None,39.01597342,-77.03667408,2024,11,19
240052696,11/01/2024 05:15:00 PM,CAPITAL CRESCENT TR,Cyclist (non-electric),Clear,Dry,Daylight,"Not Suspect of Alcohol Use, Not Suspect of Drug Use",Cyclist (non-electric),Cross/Enter at Intersection,None (No Improper Action),Intersection Marked Crosswalk,No,Possible Minor Injury,Helmet,38.96877676,-77.10244938,2024,11,17
240052498,11/01/2024 03:15:00 PM,SANGAMORE RD,Cyclist (non-electric),Clear,Dry,Daylight,"Not Suspect of Alcohol Use, Not Suspect of Drug Use",Cyclist (non-electric),Walking/Cycling Along Roadway With Traffic (In or Adjacent to Travel Lane),"Inattentive (Talking, Eating, etc.)",Shoulder/Roadside,No,Possible Minor Injury,Helmet,38.95212763,-77.12044744,2024,11,15
240052473,11/01/2024 01:20:00 PM,COLLEGE PKWY (SB/L),Pedestrian,Clear,Dry,Daylight,"Not Suspect of Alcohol Use, Not Suspect of Drug Use",Pedestrian,Cross/Enter at Intersection,None (No Improper Action),Intersection Marked Crosswalk,No,Possible Minor Injury,None,39.10336004,-77.1560417,2024,11,13
240052297,10/31/2024 04:57:00 PM,FERNWOOD RD,Pedestrian,Clear,Dry,Daylight,"Not Suspect of Alcohol Use, Not Suspect of Drug Use",Pedestrian,Cross/Enter at Intersection,None (No Improper Action),Intersection Marked Crosswalk,No,Possible Minor Injury,None,39.0182433,-77.1333093,2024,10,16
240052240,10/31/2024 12:22:00 PM,NA,Pedestrian,Clear,NA,Daylight,"Not Suspect of Alcohol Use, Not Suspect of Drug Use",Pedestrian,Cross/Enter Not at Intersection,None (No Improper Action),Other,No,Possible Minor Injury,None,39.19981307,-77.25399665,2024,10,12
240052242,10/31/2024 12:18:00 PM,NA,Pedestrian,Clear,NA,Daylight,"Not Suspect of Alcohol Use, Not Suspect of Drug Use",Pedestrian,Getting Off/On Vehicle,None (No Improper Action),Travel Lane Other Location,No,Possible Minor Injury,None,39.28207833,-77.21086833,2024,10,12
240052201,10/31/2024 09:07:00 AM,NA,Pedestrian,Clear,Dry,Daylight,"Not Suspect of Alcohol Use, Not Suspect of Drug Use",Pedestrian,Cross/Enter at Intersection,None (No Improper Action),Intersection Marked Crosswalk,No,No Apparent Injury,None,38.98313937,-77.01539537,2024,10,9
240051926,10/30/2024 06:30:00 AM,GREENCASTLE RD,Pedestrian,Clear,Dry,Dark,"Unknown, Unknown",Pedestrian,None,None (No Improper Action),Intersection Other,No,Possible Minor Injury,None,39.08832533,-76.93081733,2024,10,6
240051917,10/30/2024 05:24:00 AM,VEIRS MILL RD (WB/L),Pedestrian,Clear,Dry,Medium,"Not Suspect of Alcohol Use, Not Suspect of Drug Use",Pedestrian,Cross/Enter Not at Intersection,Dart/Dash,Travel Lane Other Location,Yes,Fatal Injury,None,39.06423972,-77.09653569,2024,10,5
240051876,10/29/2024 07:16:00 PM,GLENPARK DR,Cyclist (non-electric),Clear,Dry,Medium,"Not Suspect of Alcohol Use, Not Suspect of Drug Use",Cyclist (non-electric),Other,None (No Improper Action),Shoulder/Roadside,No,No Apparent Injury,None,39.03644446,-77.03823405,2024,10,19
240051851,10/29/2024 06:50:00 PM,EAST WEST HWY (WB/L),Pedestrian,Clear,Dry,Daylight,"Not Suspect of Alcohol Use, Not Suspect of Drug Use",Pedestrian,Cross/Enter Not at Intersection,"Failure to Obey Traffic Signs, Signals, or Officer, Failure to Yield Right-Of-Way",Other,No,Possible Minor Injury,None,38.97538836,-76.99333842,2024,10,18
240051740,10/29/2024 05:52:00 AM,DENNIS AVE,Unknown,Clear,Dry,Dark,"Unknown, Unknown",Unknown,Other,None (No Improper Action),Intersection Marked Crosswalk,No,Possible Minor Injury,Unknown,39.02620942,-77.03540998,2024,10,5
240051712,10/28/2024 06:55:00 PM,GEORGIA AVE (SB/L),Pedestrian,Clear,Dry,Daylight,"Not Suspect of Alcohol Use, Not Suspect of Drug Use",Pedestrian,Cross/Enter Not at Intersection,None (No Improper Action),Travel Lane Other Location,No,Suspected Serious Injury,None,38.99608387,-77.02816178,2024,10,18
240051698,10/28/2024 05:15:00 PM,NA,Pedestrian,Clear,Dry,Daylight,"Not Suspect of Alcohol Use, Not Suspect of Drug Use",Pedestrian,Cross/Enter at Intersection,None (No Improper Action),Intersection Marked Crosswalk,No,Suspected Serious Injury,None,39.16241975,-77.16574825,2024,10,17
240051595,10/28/2024 07:30:00 AM,THUNDERHEAD WAY,Pedestrian,Clear,Dry,Daylight,"Not Suspect of Alcohol Use, Not Suspect of Drug Use, Not Suspect of Alcohol Use, Not Suspect of Drug Use",Pedestrian,Other Working,None (No Improper Action),Travel Lane Other Location,No,Possible Minor Injury,Other,39.18915951,-77.27041344,2024,10,7
240051587,10/28/2024 05:15:00 AM,NEW HAMPSHIRE AVE (SB/L),Pedestrian,Clear,Dry,Dark,"Unknown, Unknown",Pedestrian,Walking/Cycling on Sidewalk,None (No Improper Action),Intersection Marked Crosswalk,No,Possible Minor Injury,None,39.05521092,-76.9955291,2024,10,5
240051564,10/27/2024 11:49:00 PM,NA,Pedestrian,Clear,NA,Medium,"Suspect of Alcohol Use, Not Suspect of Drug Use",Pedestrian,Other,None (No Improper Action),Other,No,Suspected Serious Injury,None,39.15592665,-77.21824437,2024,10,23
240051509,10/27/2024 04:37:00 PM,ROSEMARY ST,Pedestrian,Clear,Dry,Daylight,"Not Suspect of Alcohol Use, Not Suspect of Drug Use",Pedestrian,Cross/Enter at Intersection,None (No Improper Action),Intersection Marked Crosswalk,No,Possible Minor Injury,"None, Other",38.97794319,-77.08102483,2024,10,16
240051509,10/27/2024 04:37:00 PM,ROSEMARY ST,Pedestrian,Clear,Dry,Daylight,"Not Suspect of Alcohol Use, Not Suspect of Drug Use",Pedestrian,Cross/Enter at Intersection,None (No Improper Action),Intersection Marked Crosswalk,No,No Apparent Injury,"None, Other",38.97794319,-77.08102483,2024,10,16
240051502,10/27/2024 04:05:00 PM,BRIGGS CHANEY RD,Pedestrian,Clear,Dry,Daylight,"Not Suspect of Alcohol Use, Not Suspect of Drug Use",Pedestrian,Cross/Enter Not at Intersection,"In Roadway Improperly (Standing, Lying, Working, Playing)",Travel Lane Other Location,Yes,Possible Minor Injury,None,39.06955067,-76.93741483,2024,10,16
240051499,10/27/2024 04:00:00 PM,NA,Pedestrian,Clear,NA,Daylight,"Not Suspect of Alcohol Use, Not Suspect of Drug Use",Pedestrian,Other,None (No Improper Action),Other,No,Possible Minor Injury,None,39.09734302,-77.15831097,2024,10,16
240051385,10/26/2024 08:57:00 PM,CAMERON ST,Pedestrian,Clear,Dry,Medium,"Not Suspect of Alcohol Use, Not Suspect of Drug Use",Pedestrian,Cross/Enter at Intersection,None (No Improper Action),Intersection Marked Crosswalk,No,Possible Minor Injury,None,38.99765943,-77.02967678,2024,10,20
24002271,10/26/2024 08:45:00 AM,NA,Pedestrian,Clear,NA,Daylight,"Not Suspect of Alcohol Use, Not Suspect of Drug Use",Pedestrian,Other,"Inattentive (Talking, Eating, etc.)",Driveway Access,No,Suspected Serious Injury,None,39.05794856,-77.0378417,2024,10,8
240051181,10/25/2024 05:51:00 PM,WHEATFIELD TERR,Pedestrian,Clear,Dry,Daylight,"Not Suspect of Alcohol Use, Not Suspect of Drug Use",Pedestrian,None,Other,Other,Yes,Possible Minor Injury,None,39.17110735,-77.23009925,2024,10,17
240051147,10/25/2024 03:00:00 PM,RETAIL PL,Cyclist (Electric),Clear,Dry,Daylight,"Not Suspect of Alcohol Use, Not Suspect of Drug Use",Cyclist (Electric),Cross/Enter Not at Intersection,Failure to Yield Right-Of-Way,Other,Yes,Possible Minor Injury,None,39.170015,-77.20548333,2024,10,15
240050901,10/24/2024 11:15:00 AM,PHILADELPHIA AVE,Pedestrian,Clear,Dry,Daylight,"Not Suspect of Alcohol Use, Not Suspect of Drug Use",Pedestrian,Cross/Enter at Intersection,Unknown,Intersection Marked Crosswalk,No,Possible Minor Injury,None,38.9864859,-77.02131754,2024,10,11
240050874,10/24/2024 09:09:00 AM,NA,Pedestrian,Clear,Dry,Daylight,"Unknown, Unknown",Pedestrian,Other Working,None (No Improper Action),OffStreet Trails or Sidepaths,No,Suspected Serious Injury,"Reflective Wear (backpack, triangles, etc.)",39.07087638,-76.93753548,2024,10,9
240050868,10/24/2024 08:23:00 AM,BRADLEY BLVD,Pedestrian,Clear,Dry,Daylight,"Not Suspect of Alcohol Use, Not Suspect of Drug Use",Pedestrian,Cross/Enter at Intersection,None (No Improper Action),Intersection Marked Crosswalk,No,Suspected Serious Injury,None,38.97757583,-77.10052583,2024,10,8
240050799,10/23/2024 05:56:00 PM,NA,Pedestrian,Clear,NA,Daylight,"Not Suspect of Alcohol Use, Not Suspect of Drug Use",Pedestrian,Other,Unknown,Other,No,Possible Minor Injury,None,38.99069021,-77.023625,2024,10,17
240050659,10/23/2024 07:06:00 AM,TATANI DR,Pedestrian,Clear,Dry,Medium,"Not Suspect of Alcohol Use, Not Suspect of Drug Use",Pedestrian,Standing,None (No Improper Action),Other,No,Possible Minor Injury,None,39.15646798,-77.29604122,2024,10,7
240050619,10/22/2024 07:28:00 PM,NA,Pedestrian,Clear,Dry,Medium,"Not Suspect of Alcohol Use, Not Suspect of Drug Use",Pedestrian,Cross/Enter at Intersection,None (No Improper Action),Intersection Marked Crosswalk,No,Possible Minor Injury,None,39.16204846,-77.21428276,2024,10,19
240050590,10/22/2024 04:19:00 PM,BRADLEY BLVD,Pedestrian,Clear,Dry,Daylight,"Not Suspect of Alcohol Use, Not Suspect of Drug Use",Pedestrian,Cross/Enter Not at Intersection,Dart/Dash,Other,No,Suspected Serious Injury,None,39.00781342,-77.17278746,2024,10,16
240050584,10/22/2024 04:17:00 PM,SCHAEFFER RD,Pedestrian,Clear,Dry,Daylight,"Not Suspect of Alcohol Use, Not Suspect of Drug Use",Pedestrian,Cross/Enter at Intersection,None (No Improper Action),Intersection Marked Crosswalk,No,Possible Minor Injury,None,39.16347247,-77.28464201,2024,10,16
240050575,10/22/2024 03:28:00 PM,RAYBURN RD,Pedestrian,Clear,Dry,Daylight,"Not Suspect of Alcohol Use, Not Suspect of Drug Use",Pedestrian,Cross/Enter at Intersection,None (No Improper Action),Intersection Marked Crosswalk,No,Possible Minor Injury,None,38.99319429,-77.12058297,2024,10,15
240050509,10/22/2024 10:08:00 AM,VEIRS MILL RD,Pedestrian,Clear,Dry,Daylight,"Unknown, Unknown",Pedestrian,Cross/Enter at Intersection,None (No Improper Action),Intersection Marked Crosswalk,No,Possible Minor Injury,None,39.07337706,-77.11196112,2024,10,10
240050475,10/22/2024 06:19:00 AM,UNIVERSITY BLVD W (WB/L),Pedestrian,Clear,Dry,Medium,"Not Suspect of Alcohol Use, Not Suspect of Drug Use",Pedestrian,Cross/Enter at Intersection,None (No Improper Action),Intersection Marked Crosswalk,No,Possible Minor Injury,None,39.03621274,-77.03644982,2024,10,6
240050446,10/21/2024 07:24:00 PM,NORTH HIGH ST,Pedestrian,Clear,Dry,Medium,"Not Suspect of Alcohol Use, Not Suspect of Drug Use",Pedestrian,Cross/Enter Not at Intersection,"Dart/Dash, Failure to Obey Traffic Signs, Signals, or Officer, Inattentive (Talking, Eating, etc.)",Travel Lane Other Location,No,Suspected Serious Injury,None,39.15118065,-77.06682513,2024,10,19
240050297,10/21/2024 09:00:00 AM,COLUMBIA PIKE,Pedestrian,Clear,Dry,Daylight,"Not Suspect of Alcohol Use, Not Suspect of Drug Use",Pedestrian,Cross/Enter at Intersection,None (No Improper Action),Intersection Marked Crosswalk,No,Possible Minor Injury,None,39.03934178,-76.99769471,2024,10,9
240050201,10/20/2024 04:10:00 PM,NA,Pedestrian,Clear,NA,Daylight,"Not Suspect of Alcohol Use, Not Suspect of Drug Use",Pedestrian,Cross/Enter at Intersection,None (No Improper Action),NonTrafficway Area,No,Possible Minor Injury,None,39.15644239,-77.21348223,2024,10,16
240050175,10/20/2024 01:57:00 PM,SILVER SPRING AVE,Scooter (electric),Clear,Dry,Daylight,"Not Suspect of Alcohol Use, Not Suspect of Drug Use",Scooter (electric),Walking/Cycling on Sidewalk,"Failure to Obey Traffic Signs, Signals, or Officer, Failure to Yield Right-Of-Way, Inattentive (Talking, Eating, etc.)",Intersection Unmarked Crosswalk,Yes,Possible Minor Injury,None,38.99156083,-77.02682555,2024,10,13
240050084,10/19/2024 10:30:00 PM,OAK LA,Pedestrian,Clear,Dry,Medium,"Not Suspect of Alcohol Use, Not Suspect of Drug Use",Pedestrian,Cross/Enter Not at Intersection,Dart/Dash,Travel Lane Other Location,Yes,Suspected Serious Injury,None,38.98389299,-77.08210183,2024,10,22
240050034,10/19/2024 02:49:00 PM,NA,Pedestrian,Clear,NA,Daylight,"Not Suspect of Alcohol Use, Not Suspect of Drug Use",Pedestrian,Cross/Enter Not at Intersection,Other,NonTrafficway Area,Yes,Suspected Serious Injury,None,39.06644355,-77.12744955,2024,10,14
240050009,10/19/2024 12:10:00 PM,MACARTHUR BLVD,Cyclist (non-electric),Clear,Dry,Daylight,"Not Suspect of Alcohol Use, Not Suspect of Drug Use",Cyclist (non-electric),Walking/Cycling on Sidewalk,None (No Improper Action),Intersection Marked Crosswalk,No,Possible Minor Injury,"Helmet, Reflectors",38.96447409,-77.13610862,2024,10,12
